451,0.27473,0.1785
331,0.27473,-0.037564
542,0.27473,-0.065909
537,0.27473,0.022638
536,0.27473,0.022638
531,0.27473,-0.1756
527,0.27473,0.063395
525,0.27473,0.14251
524,0.27473,0.13725
523,0.27473,-0.0051784
519,0.27473,0.036477
518,0.27473,0.27888
449,0.27473,0.10556
517,0.27473,-0.21693
509,0.27473,0.2102
495,0.27473,-0.031342
491,0.27473,-0.083886
487,0.27473,0.30414
485,0.27473,0.098806
483,0.27473,0.020084
464,0.27473,0.072149
463,0.27473,0.061241
461,0.27473,0.13131
455,0.27473,0.0066548
452,0.27473,0.57687
511,0.27473,0.065216
327,0.27473,0.17552
95,0.27473,-0.51148
302,0.27473,0.1056
126,0.27473,0.085605
123,0.27473,-0.033362
121,0.27473,0.092317
117,0.27473,0.012112
106,0.27473,0.11522
104,0.27473,0.061372
98,0.27473,0.15476
97,0.27473,0.17691
90,0.27473,0.14982
84,0.27473,-0.12509
81,0.27473,0.1171
76,0.27473,0.14572
66,0.27473,0.20493
64,0.27473,0.30873
49,0.27473,0.39326
42,0.27473,0.10512
36,0.27473,-0.25352
32,0.27473,0.11504
31,0.27473,-0.15961
16,0.27473,-0.12214
10,0.27473,0.26159
1,0.27473,0.083693
307,0.27473,0.42985
145,0.27473,-0.15974
147,0.27473,0.20988
69,0.27473,0.12949
150,0.27473,-0.01077
299,0.27473,0.067487
149,0.27473,0.27941
288,0.27473,-0.093715
286,0.27473,-0.23216
284,0.27473,0.10697
281,0.27473,-0.049658
274,0.27473,0.033501
261,0.27473,0.1481
253,0.27473,0.23965
248,0.27473,-0.21093
244,0.27473,0.13121
232,0.27473,0.33852
273,0.27473,-0.02127
176,0.27473,0.22578
156,0.27473,0.10282
230,0.27473,0.14163
174,0.27473,0.083529
175,0.27473,0.14728
201,0.27473,-0.042017
155,0.27473,-0.040219
213,0.27473,-0.1161
218,0.27473,0.55583
224,0.27473,0.17552
202,0.27473,0.37945
345,0.32967,-0.072411
358,0.32967,0.30041
344,0.32967,0.08062
349,0.32967,0.18655
351,0.32967,0.18124
386,0.32967,-0.2331
377,0.32967,0.082863
362,0.32967,0.62116
373,0.32967,-0.036321
382,0.32967,-0.018696
343,0.32967,0.064574
390,0.32967,-0.069157
361,0.32967,0.18942
342,0.32967,0.2751
293,0.32967,0.14566
335,0.32967,0.015311
331,0.32967,-0.10375
327,0.32967,0.18353
324,0.32967,0.041927
322,0.32967,0.012301
318,0.32967,0.011942
308,0.32967,0.017579
307,0.32967,0.30237
302,0.32967,0.090462
300,0.32967,0.029455
290,0.32967,0.12192
288,0.32967,-0.13824
393,0.32967,-0.071982
286,0.32967,0.13117
340,0.32967,0.10721
397,0.32967,-0.0079333
531,0.32967,0.26895
413,0.32967,0.13066
281,0.32967,-0.031385
541,0.32967,-0.14191
537,0.32967,-0.14191
536,0.32967,-0.14191
533,0.32967,0.15124
532,0.32967,-0.14191
527,0.32967,0.061591
525,0.32967,-0.0024447
521,0.32967,0.11141
520,0.32967,0.087891
519,0.32967,-0.098522
517,0.32967,0.042405
516,0.32967,0.14193
511,0.32967,0.077372
498,0.32967,0.17072
495,0.32967,0.022614
487,0.32967,-0.088705
485,0.32967,0.0088103
483,0.32967,-0.30537
470,0.32967,0.099146
467,0.32967,-0.027539
463,0.32967,0.074726
461,0.32967,0.062304
456,0.32967,0.11304
451,0.32967,-0.10671
449,0.32967,-0.052011
436,0.32967,0.20027
424,0.32967,0.023326
420,0.32967,0.27888
411,0.32967,-0.6159
277,0.32967,0.21713
279,0.32967,-0.045323
54,0.32967,-0.14007
145,0.32967,0.09785
139,0.32967,0.077231
137,0.32967,0.27888
135,0.32967,0.041742
130,0.32967,0.028495
114,0.32967,-0.077693
107,0.32967,-0.077778
98,0.32967,0.043091
94,0.32967,0.2751
93,0.32967,-0.029653
91,0.32967,-0.068381
90,0.32967,0.086112
85,0.32967,-0.070979
81,0.32967,-0.27346
74,0.32967,0.038841
65,0.32967,-0.03381
53,0.32967,0.17481
52,0.32967,-0.089266
49,0.32967,-0.055839
47,0.32967,-0.074795
42,0.32967,0.18079
41,0.32967,-0.17095
37,0.32967,0.14584
33,0.32967,0.33299
14,0.32967,-0.030318
10,0.32967,-0.058366
1,0.32967,0.012519
0,0.32967,-0.2674
267,0.32967,-0.020286
147,0.32967,0.0066866
150,0.32967,0.20233
104,0.32967,0.013838
157,0.32967,0.18215
264,0.32967,0.05849
263,0.32967,-0.014528
261,0.32967,-0.16165
258,0.32967,0.12947
256,0.32967,0.11815
248,0.32967,0.13395
244,0.32967,-0.1291
156,0.32967,0.11548
241,0.32967,-0.12612
240,0.32967,0.011273
236,0.32967,0.16392
230,0.32967,0.014713
223,0.32967,-0.04704
218,0.32967,0.070783
209,0.32967,-0.27633
243,0.32967,-0.0629
202,0.32967,0.23286
206,0.32967,0.27078
165,0.32967,-0.23216
168,0.32967,0.078577
171,0.32967,-0.065065
161,0.32967,-0.24047
175,0.32967,0.13687
176,0.32967,0.12314
173,0.32967,0.089965
180,0.32967,0.14847
181,0.32967,-0.97581
191,0.32967,0.14715
194,0.32967,0.11976
197,0.32967,0.096257
331,0.38462,0.041542
332,0.38462,-0.011848
327,0.38462,0.21066
342,0.38462,0.060231
344,0.38462,-0.028903
345,0.38462,-0.059018
328,0.38462,-4.98E-05
350,0.38462,0.053175
394,0.38462,0.34101
361,0.38462,-0.062391
377,0.38462,0.17831
379,0.38462,0.10834
382,0.38462,0.084555
398,0.38462,0.087673
403,0.38462,-0.10067
326,0.38462,0.23286
409,0.38462,-0.084279
353,0.38462,-0.25188
324,0.38462,0.34155
279,0.38462,0.15465
313,0.38462,0.12701
422,0.38462,0.14286
264,0.38462,0.037069
265,0.38462,-0.15192
266,0.38462,-0.017257
267,0.38462,0.047873
270,0.38462,0.082168
274,0.38462,-0.17546
281,0.38462,-0.28735
293,0.38462,0.067817
298,0.38462,0.22616
300,0.38462,0.078703
302,0.38462,0.1737
305,0.38462,-0.19771
307,0.38462,0.05649
308,0.38462,-0.12921
309,0.38462,-0.006498
311,0.38462,-0.041795
323,0.38462,0.038778
431,0.38462,-0.00031724
529,0.38462,-0.15092
433,0.38462,-0.19427
515,0.38462,0.21217
516,0.38462,0.057122
517,0.38462,-0.018865
520,0.38462,0.12961
521,0.38462,-0.2578
522,0.38462,0.2053
524,0.38462,-0.12365
525,0.38462,-0.45537
263,0.38462,0.066197
531,0.38462,-0.044721
532,0.38462,-0.12581
533,0.38462,-0.032655
536,0.38462,0.061504
537,0.38462,-0.044721
538,0.38462,-0.044721
539,0.38462,-0.044721
541,0.38462,-0.044721
511,0.38462,0.15821
432,0.38462,0.20215
508,0.38462,-0.47253
502,0.38462,-0.069062
436,0.38462,0.05867
443,0.38462,-0.04695
449,0.38462,-0.23775
456,0.38462,0.10632
460,0.38462,0.10507
462,0.38462,-0.011649
464,0.38462,-0.023652
470,0.38462,-0.069977
471,0.38462,0.096563
473,0.38462,0.018026
475,0.38462,-0.20426
485,0.38462,-0.063906
489,0.38462,0.28206
492,0.38462,0.084528
495,0.38462,0.056649
498,0.38462,-0.14364
500,0.38462,0.12747
504,0.38462,0.27888
261,0.38462,0.062371
219,0.38462,-0.055454
255,0.38462,-0.11552
258,0.38462,0.24897
83,0.38462,0.013925
85,0.38462,-0.13204
90,0.38462,0.016336
93,0.38462,-0.12529
96,0.38462,0.063845
98,0.38462,0.021651
101,0.38462,0.12205
104,0.38462,0.26881
107,0.38462,0.037039
110,0.38462,0.20158
112,0.38462,0.30049
114,0.38462,-0.048852
115,0.38462,0.045473
117,0.38462,0.11017
120,0.38462,0.10174
123,0.38462,0.0065807
75,0.38462,-0.084199
128,0.38462,0.3158
74,0.38462,-0.065753
68,0.38462,0.047938
0,0.38462,-0.012288
1,0.38462,-0.12741
3,0.38462,-0.095996
4,0.38462,0.033046
5,0.38462,0.052272
17,0.38462,0.11638
21,0.38462,0.25027
29,0.38462,0.1164
31,0.38462,-0.65363
49,0.38462,-0.018788
52,0.38462,0.11965
53,0.38462,0.080319
54,0.38462,-0.01179
57,0.38462,-0.090648
62,0.38462,0.073867
64,0.38462,0.031257
65,0.38462,0.1815
73,0.38462,0.097179
130,0.38462,-0.44974
81,0.38462,0.048597
135,0.38462,0.17429
204,0.38462,0.052715
205,0.38462,-0.080766
209,0.38462,-0.107
212,0.38462,-0.039233
215,0.38462,0.058781
217,0.38462,0.081222
218,0.38462,-0.25252
220,0.38462,0.097037
224,0.38462,0.067817
229,0.38462,0.10622
230,0.38462,0.020697
235,0.38462,0.02764
236,0.38462,0.13355
240,0.38462,-0.061634
241,0.38462,0.037278
243,0.38462,0.047497
132,0.38462,0.20556
203,0.38462,-0.16202
195,0.38462,0.15292
246,0.38462,0.061646
191,0.38462,-0.088248
192,0.38462,0.38482
141,0.38462,-0.12437
145,0.38462,-0.12352
148,0.38462,0.040307
154,0.38462,-0.015556
156,0.38462,-0.034246
157,0.38462,-0.021722
158,0.38462,0.038364
161,0.38462,0.096997
138,0.38462,0.045122
167,0.38462,-0.18236
169,0.38462,0.39062
171,0.38462,0.13738
173,0.38462,0.0095515
175,0.38462,0.088856
180,0.38462,-0.028345
164,0.38462,0.093687
189,0.38462,-0.34172
404,0.43956,-0.055873
345,0.43956,0.096255
350,0.43956,0.10238
353,0.43956,-0.1003
356,0.43956,-0.01559
358,0.43956,-0.031541
367,0.43956,-0.035832
368,0.43956,0.28462
383,0.43956,-0.010157
373,0.43956,0.052838
382,0.43956,-0.1192
385,0.43956,-0.03108
389,0.43956,-0.02326
391,0.43956,0.034063
392,0.43956,0.13653
400,0.43956,0.18572
344,0.43956,-0.14626
371,0.43956,-0.042035
342,0.43956,-0.038099
306,0.43956,0.14428
333,0.43956,-0.23994
407,0.43956,0.28419
276,0.43956,-0.11217
277,0.43956,0.16598
279,0.43956,0.029478
281,0.43956,0.12056
284,0.43956,-0.054438
288,0.43956,-0.02295
290,0.43956,0.092528
292,0.43956,-0.017284
298,0.43956,-0.10368
305,0.43956,-0.0080887
308,0.43956,0.1222
313,0.43956,-0.020998
315,0.43956,0.14445
318,0.43956,0.027014
324,0.43956,0.28123
325,0.43956,-0.11269
334,0.43956,-0.12573
411,0.43956,-0.13989
267,0.43956,0.021334
419,0.43956,0.19048
502,0.43956,0.31589
504,0.43956,-0.024513
511,0.43956,0.01204
515,0.43956,0.03505
516,0.43956,-0.027507
517,0.43956,-0.1432
519,0.43956,-0.21393
524,0.43956,0.038067
529,0.43956,-0.19875
532,0.43956,0.24895
533,0.43956,-0.0417
536,0.43956,0.24895
537,0.43956,0.24895
538,0.43956,0.24895
539,0.43956,0.24895
540,0.43956,0.24895
541,0.43956,0.24895
501,0.43956,-0.0046317
499,0.43956,0.018828
498,0.43956,-0.13691
497,0.43956,0.24158
422,0.43956,0.11253
436,0.43956,0.018662
439,0.43956,0.027417
440,0.43956,0.075169
443,0.43956,-0.10775
446,0.43956,-0.067663
452,0.43956,0.27888
462,0.43956,-0.027759
414,0.43956,0.015617
464,0.43956,0.029733
468,0.43956,0.28351
470,0.43956,0.057369
471,0.43956,-0.038337
473,0.43956,0.061128
476,0.43956,0.089454
484,0.43956,-0.01661
492,0.43956,-0.024094
494,0.43956,-0.13901
466,0.43956,0.14998
266,0.43956,0.38943
331,0.43956,0.014035
261,0.43956,-0.12765
83,0.43956,-0.29312
85,0.43956,-0.34066
86,0.43956,-0.082176
89,0.43956,0.11307
90,0.43956,-0.031143
98,0.43956,0.053681
104,0.43956,0.31018
107,0.43956,0.033209
109,0.43956,-0.02198
110,0.43956,-0.0181
111,0.43956,0.12144
112,0.43956,0.24879
114,0.43956,0.21561
115,0.43956,0.023096
117,0.43956,-0.033378
119,0.43956,0.025807
128,0.43956,-0.071376
81,0.43956,0.037222
135,0.43956,-0.081795
75,0.43956,-0.028637
71,0.43956,0.20015
1,0.43956,0.015099
6,0.43956,0.1933
20,0.43956,0.049135
29,0.43956,0.027306
35,0.43956,0.040253
36,0.43956,-0.20366
39,0.43956,0.087891
47,0.43956,0.082567
49,0.43956,0.063453
53,0.43956,0.26871
54,0.43956,0.11437
57,0.43956,0.16989
58,0.43956,-0.030931
61,0.43956,0.019889
62,0.43956,0.14417
65,0.43956,0.026597
68,0.43956,0.10238
74,0.43956,-0.10262
139,0.43956,-0.036273
4,0.43956,0.16181
145,0.43956,-0.051979
211,0.43956,0.072148
215,0.43956,-0.028506
217,0.43956,-0.20559
218,0.43956,0.28343
219,0.43956,-0.04509
220,0.43956,-0.038476
144,0.43956,-0.04576
226,0.43956,0.0506
228,0.43956,-0.06125
229,0.43956,0.04123
230,0.43956,-0.3499
235,0.43956,-0.048043
241,0.43956,-0.069434
244,0.43956,0.01204
247,0.43956,-0.081795
250,0.43956,-0.65047
255,0.43956,0.24773
263,0.43956,0.094297
209,0.43956,0.066264
222,0.43956,0.041384
202,0.43956,0.081536
146,0.43956,0.040348
203,0.43956,-0.19095
149,0.43956,-0.086739
152,0.43956,-0.022168
153,0.43956,0.15428
154,0.43956,-0.00087848
157,0.43956,0.046932
164,0.43956,-0.0095059
168,0.43956,0.042223
156,0.43956,0.16376
173,0.43956,-0.20696
169,0.43956,-0.10818
191,0.43956,-0.24291
190,0.43956,-0.18592
188,0.43956,0.059863
192,0.43956,0.074601
181,0.43956,-0.037463
180,0.43956,0.033857
183,0.43956,-0.24127
361,0.49451,0.047217
331,0.49451,-0.15483
336,0.49451,-0.16746
341,0.49451,0.21029
342,0.49451,-0.17719
344,0.49451,-0.088348
353,0.49451,0.0029839
363,0.49451,0.044254
392,0.49451,0.038935
368,0.49451,-0.24041
370,0.49451,-0.051662
371,0.49451,-0.06351
372,0.49451,-0.13099
382,0.49451,-0.11773
383,0.49451,0.063208
391,0.49451,0.072296
367,0.49451,0.11476
323,0.49451,0.18991
258,0.49451,-0.14062
318,0.49451,-0.12051
403,0.49451,-0.17144
263,0.49451,0.062748
267,0.49451,0.057591
272,0.49451,0.084292
273,0.49451,-0.080766
276,0.49451,0.13026
281,0.49451,-0.24767
284,0.49451,0.27888
287,0.49451,0.14584
290,0.49451,0.011107
292,0.49451,-0.11565
293,0.49451,0.19162
300,0.49451,0.065735
302,0.49451,-0.2833
308,0.49451,0.01404
312,0.49451,0.14192
315,0.49451,0.019614
322,0.49451,0.083475
407,0.49451,0.089282
468,0.49451,-0.0064542
414,0.49451,-0.060572
485,0.49451,-0.13746
492,0.49451,0.024856
494,0.49451,-0.055312
497,0.49451,-0.0050579
500,0.49451,-0.073428
511,0.49451,-0.10577
513,0.49451,-0.092211
483,0.49451,0.077563
515,0.49451,-0.0045503
517,0.49451,-0.14852
524,0.49451,-0.48764
525,0.49451,-0.077275
533,0.49451,0.061953
536,0.49451,-0.20265
545,0.49451,0.052822
252,0.49451,-0.11271
516,0.49451,-0.32911
476,0.49451,-0.12033
474,0.49451,0.051961
473,0.49451,-0.025558
418,0.49451,-0.040542
419,0.49451,0.17091
421,0.49451,-0.082306
422,0.49451,-0.038779
428,0.49451,0.018445
432,0.49451,0.039646
436,0.49451,-0.026903
438,0.49451,-0.014181
440,0.49451,0.17683
441,0.49451,0.096013
443,0.49451,-0.86589
444,0.49451,-0.34058
454,0.49451,0.25671
456,0.49451,0.10238
462,0.49451,-0.13905
463,0.49451,-0.069062
467,0.49451,0.27888
409,0.49451,0.12852
250,0.49451,0.29353
265,0.49451,0.095851
230,0.49451,0.18751
54,0.49451,-0.072694
56,0.49451,0.30611
58,0.49451,0.21561
62,0.49451,-0.15249
65,0.49451,-0.090706
68,0.49451,-0.12528
74,0.49451,-0.13975
81,0.49451,0.081869
85,0.49451,0.050997
90,0.49451,0.1179
101,0.49451,0.16604
104,0.49451,0.09401
109,0.49451,-0.73207
110,0.49451,0.26624
112,0.49451,-0.12633
113,0.49451,0.15126
116,0.49451,-0.035012
53,0.49451,0.11263
117,0.49451,-0.074674
52,0.49451,0.078078
43,0.49451,0.033557
241,0.49451,-0.071844
0,0.49451,0.13838
3,0.49451,0.054225
4,0.49451,-0.18126
6,0.49451,-0.0057397
12,0.49451,-0.13318
17,0.49451,0.25967
18,0.49451,0.24596
20,0.49451,-0.090648
21,0.49451,-0.12224
30,0.49451,-0.00066674
32,0.49451,-0.0037145
33,0.49451,0.083782
36,0.49451,0.073024
37,0.49451,0.062518
39,0.49451,0.0077555
40,0.49451,-0.062861
47,0.49451,-0.22026
118,0.49451,-0.026935
49,0.49451,-0.031753
130,0.49451,-0.036896
188,0.49451,-0.14527
189,0.49451,0.0188
190,0.49451,0.12223
192,0.49451,-0.071546
193,0.49451,-0.32553
203,0.49451,-0.25173
208,0.49451,-0.039925
184,0.49451,-0.11161
215,0.49451,-0.1045
217,0.49451,0.12944
219,0.49451,0.077411
222,0.49451,-0.02774
225,0.49451,-0.039925
228,0.49451,-0.12623
119,0.49451,-0.094647
229,0.49451,-0.079743
216,0.49451,0.20663
182,0.49451,-0.26792
206,0.49451,0.016722
143,0.49451,0.0012182
180,0.49451,-0.060026
134,0.49451,0.2137
136,0.49451,-0.026045
132,0.49451,0.05052
141,0.49451,-0.095624
144,0.49451,0.072149
146,0.49451,-0.011357
148,0.49451,-0.008802
151,0.49451,-0.063981
155,0.49451,-0.10164
156,0.49451,0.090406
157,0.49451,-0.020698
164,0.49451,0.066264
167,0.49451,-0.13685
168,0.49451,0.074432
169,0.49451,-0.036136
174,0.49451,0.41659
133,0.49451,-0.080804
343,0.54945,-0.15778
344,0.54945,0.083095
350,0.54945,-0.09327
392,0.54945,0.10728
340,0.54945,-0.42394
337,0.54945,0.036723
353,0.54945,-0.13098
334,0.54945,0.23117
342,0.54945,0.021824
356,0.54945,-0.13418
384,0.54945,0.13274
370,0.54945,-0.018193
372,0.54945,0.028221
373,0.54945,-0.15264
380,0.54945,0.046624
382,0.54945,0.028244
383,0.54945,-0.4426
391,0.54945,0.0071367
331,0.54945,0.10014
361,0.54945,-0.48467
329,0.54945,0.22365
287,0.54945,-0.014295
324,0.54945,0.21282
393,0.54945,-0.14633
268,0.54945,0.020231
279,0.54945,0.054574
280,0.54945,0.025217
545,0.54945,0.044781
290,0.54945,0.1651
292,0.54945,-0.23151
293,0.54945,0.079016
297,0.54945,0.088768
328,0.54945,0.17704
298,0.54945,0.01684
302,0.54945,0.078065
304,0.54945,-0.063795
306,0.54945,0.12615
308,0.54945,0.049695
312,0.54945,0.11988
313,0.54945,-0.12918
319,0.54945,0.085917
322,0.54945,0.041442
323,0.54945,-0.11894
300,0.54945,0.17704
396,0.54945,-0.042806
521,0.54945,0.028627
399,0.54945,-0.0066066
479,0.54945,0.10675
483,0.54945,-0.018427
487,0.54945,-0.043539
490,0.54945,0.20845
492,0.54945,0.092163
494,0.54945,0.063719
497,0.54945,0.18036
501,0.54945,0.076966
504,0.54945,0.017933
512,0.54945,-0.027146
513,0.54945,0.016441
515,0.54945,0.10321
519,0.54945,0.17513
524,0.54945,0.24162
528,0.54945,0.17704
530,0.54945,0.19795
532,0.54945,0.32271
533,0.54945,0.06758
266,0.54945,0.14238
474,0.54945,0.15507
473,0.54945,0.57288
469,0.54945,0.052814
467,0.54945,0.043508
403,0.54945,0.020604
407,0.54945,0.018243
416,0.54945,-0.16261
418,0.54945,-0.0067789
421,0.54945,0.015475
423,0.54945,-0.31484
428,0.54945,0.3906
429,0.54945,0.11625
432,0.54945,0.092158
398,0.54945,0.077514
437,0.54945,0.10507
444,0.54945,-0.14692
450,0.54945,-0.021271
452,0.54945,0.03858
454,0.54945,-0.0012729
456,0.54945,-0.29779
461,0.54945,0.27888
462,0.54945,0.00098261
464,0.54945,0.054686
466,0.54945,0.14285
438,0.54945,0.12617
263,0.54945,0.09156
241,0.54945,0.10935
261,0.54945,0.20501
71,0.54945,0.13002
73,0.54945,0.14056
74,0.54945,0.09524
77,0.54945,0.11992
81,0.54945,0.29687
82,0.54945,-0.17983
83,0.54945,0.1746
85,0.54945,0.063341
86,0.54945,0.025194
90,0.54945,0.040095
91,0.54945,-0.1528
94,0.54945,-0.58109
96,0.54945,0.033097
103,0.54945,0.080008
104,0.54945,0.096811
106,0.54945,0.17675
109,0.54945,-0.22874
110,0.54945,-0.29779
112,0.54945,0.00030108
70,0.54945,0.026636
118,0.54945,0.16087
65,0.54945,0.11411
62,0.54945,0.094308
262,0.54945,-0.027768
0,0.54945,0.012948
3,0.54945,0.0041892
4,0.54945,0.080682
6,0.54945,-0.1259
7,0.54945,-0.003541
9,0.54945,-0.0063591
12,0.54945,-0.05283
22,0.54945,-0.10323
25,0.54945,0.027987
32,0.54945,0.12965
38,0.54945,0.12789
42,0.54945,0.13008
43,0.54945,0.035939
52,0.54945,-0.028637
54,0.54945,0.056919
58,0.54945,0.20807
60,0.54945,0.17704
61,0.54945,0.17704
63,0.54945,-0.16436
119,0.54945,0.014843
16,0.54945,0.098559
126,0.54945,-0.30414
192,0.54945,-0.0093974
197,0.54945,0.22803
198,0.54945,0.078861
201,0.54945,0.11874
202,0.54945,0.17704
205,0.54945,0.070134
209,0.54945,-0.19828
215,0.54945,-0.015882
216,0.54945,0.16993
222,0.54945,-0.22429
230,0.54945,-0.041636
232,0.54945,0.092489
233,0.54945,0.045544
240,0.54945,0.41985
252,0.54945,-0.0022125
254,0.54945,0.10993
255,0.54945,-0.36798
258,0.54945,-0.078551
125,0.54945,-0.15129
190,0.54945,0.0027351
184,0.54945,0.040146
235,0.54945,-0.085014
180,0.54945,0.091269
182,0.54945,0.045544
134,0.54945,0.10379
136,0.54945,-0.077443
140,0.54945,0.029693
131,0.54945,0.22122
143,0.54945,-0.099331
145,0.54945,-0.00030195
148,0.54945,0.072485
151,0.54945,0.24518
152,0.54945,-0.0095553
141,0.54945,0.33434
157,0.54945,-0.097132
156,0.54945,0.17505
174,0.54945,0.14817
166,0.54945,0.042563
164,0.54945,0.11127
169,0.54945,-0.04702
161,0.54945,0.23064
159,0.54945,0.11824
163,0.54945,0.17704
178,0.54945,0.069635
341,0.6044,0.20336
355,0.6044,0.0082967
342,0.6044,0.062371
344,0.6044,0.064227
337,0.6044,0.053708
352,0.6044,-0.0021256
353,0.6044,0.13471
378,0.6044,-0.097242
367,0.6044,-0.061865
372,0.6044,-0.0023164
380,0.6044,-0.073428
382,0.6044,0.34784
383,0.6044,-0.049243
384,0.6044,-0.078979
356,0.6044,0.14962
326,0.6044,0.022012
297,0.6044,-0.065993
321,0.6044,-0.073642
273,0.6044,0.05921
386,0.6044,0.15316
275,0.6044,-0.11954
277,0.6044,0.05921
278,0.6044,0.11406
280,0.6044,-0.21121
281,0.6044,0.025077
293,0.6044,0.072149
298,0.6044,0.078538
302,0.6044,-0.11424
308,0.6044,0.080154
310,0.6044,-0.052967
312,0.6044,0.14627
317,0.6044,-0.0069534
319,0.6044,0.2317
324,0.6044,-0.044712
395,0.6044,0.026496
483,0.6044,0.13369
400,0.6044,0.082631
495,0.6044,0.35852
497,0.6044,-0.352
501,0.6044,0.098989
504,0.6044,0.14285
512,0.6044,0.14823
513,0.6044,0.0094383
514,0.6044,-0.047098
515,0.6044,-0.04199
518,0.6044,0.14097
519,0.6044,0.092296
523,0.6044,0.077875
525,0.6044,0.15907
527,0.6044,0.0073271
545,0.6044,0.054392
268,0.6044,-0.053847
487,0.6044,-0.059789
476,0.6044,-0.0086205
473,0.6044,0.37555
472,0.6044,-0.011361
404,0.6044,-0.099821
414,0.6044,0.040458
416,0.6044,0.057315
418,0.6044,-0.07697
421,0.6044,-0.043841
428,0.6044,-0.068465
429,0.6044,-0.092356
399,0.6044,0.14644
436,0.6044,0.22513
438,0.6044,-0.011375
441,0.6044,0.14627
444,0.6044,0.10398
450,0.6044,-0.1155
452,0.6044,0.27888
467,0.6044,0.049681
468,0.6044,0.05921
437,0.6044,0.27888
267,0.6044,0.063881
255,0.6044,-0.014139
